bbl,facdomain,facgroup,facsubgrp,factype,facname,overagency,address,id
5002390001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYC PARKS-MARKHAM PLAYGROUND,NYC Department of Education,WILLOWBROOK PKWY & FOREST AVE,20223
5002390001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,MIDLAND PLAYGROUND,NYC Department of Education,MIDLAND AND MASON AVE,18335
5002390001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYC PARKS-CROMWELL KOS,NYC Department of Education,CROMWELL COURT,20205
5002390100,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,CROMWELL REC CENTER,NYC Department of Youth and Community Development,6 AT HANNAH ST BAY AND HANNAH STRE,8925
5002390100,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,CURTIS HS,NYC Department of Youth and Community Development,105 HAMITON AVENUE,9072
5004870112,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,RAIL YARDS AND MAINTENANCE,NYCT MAINTENANCE AND OTHER FACILITY,TOMPKINSVILLE,Metropolitan Transportation Authority,293 BAY STREET,30310
5004870112,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,RAIL YARDS AND MAINTENANCE,NYCT MAINTENANCE AND OTHER FACILITY,TOMPKINSVILLE,Metropolitan Transportation Authority,331 BAY STREET,30311
5005110003,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,PROJECT HOSPITALITY INC FOOD AND NUTRITION,NYC Department of Health and Mental Hygiene,514 BAY STREET,24011
5005110003,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,PROJECT HOSPITALITY INC.,Non-public,514 BAY STREET,24051
5005210009,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,EDEN II SCHOOL FOR AUTISTIC CHILDREN,NYS Office for People With Developmental Disabilities,15 BEACH STREET,10148
5005210009,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,EDEN II SCHOOL FOR AUTISTIC CHILDREN INC RECREATION,NYC Department of Health and Mental Hygiene,15 BEACH STREET,10149
5005420009,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,CRIMINAL COURT,NYC Department of Correction,,8917
5005420009,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,CRIMINAL COURT,NYC District Attorney - Staten Island,,8918
5005450100,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,STAPLETON (1),NYC Department of Education,75 HILL STREET,28239
5005450100,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,STAPLETON (2),NYC Department of Education,189 GORDON STREET,28240
5005450100,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYCHA-STAPLETON,NYC Department of Education,27 WARREN STREET,20376
5005450110,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT,NYC Department of Health and Mental Hygiene,100 TOMPKINS AVENUE,19541
5005450110,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,GIRL SCOUTS OF GREATER NEW YORK,NYC Department of Health and Mental Hygiene,100 TOMPKINS AVENUE,12485
5005450110,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,POLICE ATHLETIC LEAGUE SUMMER DAY CAMP-P.S. 14178 SI,NYC Department of Health and Mental Hygiene,100 TOMPKINS AVENUE,23670
5006360012,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,RICHMOND UNIVERSITY MEDICAL CENTER,NYC Department of Health and Mental Hygiene,16 OSGOOD AVENUE,25420
5006360012,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,ST ISL MENTAL HEALTH SOC 1,NYC Administration for Childrens Services,16 OSGOOD AVENUE,27743
5009240001,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,NEW COUNTRY DAY CAMP,NYC Department of Health and Mental Hygiene,1131 MANOR ROAD,19326
5009240001,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,JCC OF STATEN ISLAND - LILLIAN SCHWARTZ DAY CAMP,NYC Department of Health and Mental Hygiene,1131 MANOR ROAD,15376
5009240001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,GAN ISRAEL DAY CAMP,NYC Department of Education,1131 MANER ROAD,12145
5009240001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,MOSHOLU MONTEFIORE COM CTR N ANNEX,NYC Department of Education,1131 MANOR ROAD,18738
5009370001,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,OUTDOOR ADVENTURE CAMP STATEN ISLAND YMCA,NYC Department of Health and Mental Hygiene,1465 MANOR ROAD,21021
5009370001,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,POUCH DAY CAMP,NYC Department of Health and Mental Hygiene,1465 MANOR ROAD,23783
5009550100,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,MOBILE HOSPITAL EXTENSION CLINIC,CONEY ISLAND HOSPITAL MOBILE EXTENSION CLINIC,NYS Department of Health,460 BRIELLE AVENUE,8523
5009550100,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,MOBILE HOSPITAL EXTENSION CLINIC,MOBILE MEDICAL UNIT,NYS Department of Health,460 BRIELLE AVENUE,18494
5009550100,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,GRACE FOUNDATION,NYS Office for People With Developmental Disabilities,460 BRIELLE AVENUE,12752
5009550100,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,JEWISH COMMUNITY CENTER OF S.I.,NYS Office for People With Developmental Disabilities,1466 MANOR ROAD,15469
5010350012,HEALTH AND HUMAN SERVICES,HEALTH CARE,HEALTH PROMOTION AND DISEASE PREVENTION,HARM REDUCTION SERVICES,PROJECT HOSPITALITY INC HARM REDUCTION SERVICES,NYC Department of Health and Mental Hygiene,221 PORT RICHMOND AVENUE,24019
5010350012,HEALTH AND HUMAN SERVICES,HEALTH CARE,HEALTH PROMOTION AND DISEASE PREVENTION,HARM REDUCTION SERVICES,PROJECT HOSPITALITY INC HARM REDUCTION SERVICES,NYC Department of Health and Mental Hygiene,1546 CASTLETON AVENUE,24018
5010350012,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES NYC,PROJECT HOSPITALITY INC LEGAL SERVICES NYC,NYC Department of Health and Mental Hygiene,1546 CASTLETON AVENUE,24026
5010350012,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,LEGAL SERVICES NYC,PROJECT HOSPITALITY INC LEGAL SERVICES NYC,NYC Department of Health and Mental Hygiene,221 PORT RICHMOND AVENUE,24027
5011210001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,PORT RICHMOND HS 1,NYC Department of Youth and Community Development,85 ST JOSEPH AVENUE,23747
5011210001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,PORT RICHMOND HS 2,NYC Department of Youth and Community Development,85 ST JOSEPH AVENUE,23748
5011570031,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,TOW TRUCK COMPANY,WRECK O MEND AUTO EXPERTS CORP,NYC Department of Consumer Affairs,80 GRANITE AVENUE,32561
5011570031,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,TOW TRUCK COMPANY,5 BOROUGH RECOVERY LLC,NYC Department of Consumer Affairs,84 GRANITE AVENUE,815
5011570031,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,TOW TRUCK COMPANY,FIRST IMPRESSION AUTO BODY INC,NYC Department of Consumer Affairs,82 GRANITE AVENUE,11342
5015110200,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,SCHOOL BASED CHILD CARE - PRESCHOOL,CONGREGATION YESHIVA MERKAZ HATORAH JEWISH FOUNDATION SCHOOL,NYC Department of Health and Mental Hygiene,400 CASWELL AVENUE,8610
5015110200,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,SCHOOL BASED CHILD CARE - PRESCHOOL,JEWISH FOUNDATION SCHOOL OF STATEN ISLAND,NYC Department of Health and Mental Hygiene,400 CASWELL AVENUE,15555
5015110200,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,JEWISH FOUNDATION SCHOOL,NYC Department of Education,400 CASWELL AVENUE,15554
5015110200,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,RABBI JACOB JOSEPH FOR GIRLS,NYC Department of Education,400 CASWELL AVENUE,24920
5017250500,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,RUMC - CONTINUING DAY TREATMENT,NYS Office of Mental Health,1130 SOUTH AVENUE,25854
5017250500,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BAYLEY SETON - ST. GEORGE CLINIC,NYS Office of Mental Health,1130 SOUTH AVENUE,2844
5017250500,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,RUMC PARTIAL HOSPITALIZATION PROGRAM,NYS Office of Mental Health,1130 SOUTH AVENUE,25856
5017800022,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,BUS DEPOTS AND TERMINALS,SCHOOL BUS DEPOT,"BORO TRANSIT, INC.",NYC Department of Education,380 CHELSEA ROAD,3746
5017800022,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,BUS DEPOTS AND TERMINALS,SCHOOL BUS DEPOT,IC BUS INC.,NYC Department of Education,380 CHELSEA ROAD,14521
5018350150,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PORTS AND FERRY LANDINGS,PORT OR MARINE TERMINAL,"GATX TERMINALS CORP., STATEN ISLAND TERMINAL BERTHS NOS. 3 , 5, 6, AND 7.",Non-public,500 WESTERN AVENUE,12226
5018350150,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PORTS AND FERRY LANDINGS,PORT OR MARINE TERMINAL,"GATX TERMINALS CORP., STATEN ISLAND TERMINAL BERTH NO. 1.",Non-public,500 WESTERN AVENUE,12224
5018350150,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PORTS AND FERRY LANDINGS,PORT OR MARINE TERMINAL,"GATX TERMINALS CORP., STATEN ISLAND TERMINAL BERTH NO. 2.",Non-public,500 WESTERN AVENUE,12225
5020400001,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,STATEN ISLAND DAY CAMP,NYC Department of Health and Mental Hygiene,2800E VICTORY BOULEVARD,28329
5020400001,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,STATEN ISLAND COMMUNITY TENNIS CENTER,NYC Department of Health and Mental Hygiene,2800E VICTORY BOULEVARD,28325
5020400001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,THE COLLEGE OF STATEN ISLAND ASSOCIATION INC.,NYC Department of Health and Mental Hygiene,2800E VICTORY BOULEVARD,29400
5020400001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"THE COLLEGE OF STATEN ISLAND ASSOCIATON, INC.",NYC Department of Health and Mental Hygiene,2800E VICTORY BOULEVARD,29401
5020400400,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PARENT TO PARENT OF N.Y. INC.,NYS Office for People With Developmental Disabilities,1050 FOREST HILL ROAD,22900
5020400400,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,LIFESTYLES FOR THE DISABLED,NYS Office for People With Developmental Disabilities,930 WILLOWBROOK ROAD,16753
5020400400,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,N Y S INSTITUTE ON DISABILITY  INC.,NYS Office for People With Developmental Disabilities,930 WILLOWBROOK ROAD,19098
5021400001,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,STATEN ISLAND AID FOR RETARDED CHILDREN INC RECREATION,NYC Department of Health and Mental Hygiene,3450 VICTORY BOULEVARD,28297
5021400001,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,COMMUNITY RESOURCES FOR THE DD (DBA),NYS Office for People With Developmental Disabilities,3450 VICTORY BOULEVARD,8420
5021650170,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,LOIS AND RICHARD NICOTRA EARLY COLLE,NYC Department of Education,1 TELEPORT DR-3RD FL,17023
5021650170,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,NEW VENTURES CHARTER SCHOOL,NYC Department of Education,1 TELEPORT DRIVE,19481
5022360001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,BISHOP PATRICK V AHERN HIGH SCHOOL,NYC Department of Education,315 ARLENE STREET,3416
5022360001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,MOORE CATHOLIC HIGH SCHOOL,NYC Department of Education,100 MERRILL AVENUE,18613
5024400002,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HCBS WAIVER DISCHARGE RESPITE,NYS Office of Mental Health,2795 RICHMOND AVENUE,13539
5024400002,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,PARENT RESOURCE CENTER,NYS Office of Mental Health,2795 RICHMOND AVENUE,22899
5024500305,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,DIST 75 P.058R PRESCHOOL SPECIAL ED,NYC Department of Education,77 MARSH AVENUE,9520
5024500305,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,DIST 31 SC P.373R AT P58 PREK SPEC,NYC Department of Education,77 MARSH AVENUE,9504
5024500320,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,NYC Department of Education,100 ESSEX DRIVE,9001
5024500320,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,NYC Department of Education,100 ESSEX DRIVE,12248
5028000037,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,STATEN ISLAND CHILDREN'S MOBLIE CRISIS,NYS Office of Mental Health,1765 SOUTH AVENUE,28318
5028000037,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,FAMILY/YOUTH INTERVENTION - RICHMOND,NYS Office of Mental Health,1765 SOUTH AVENUE,11110
5028000037,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,JEWISH BOARD HCBS WAIVER INDIVIDUALIZED CARE COORDINATION,NYS Office of Mental Health,1765 SOUTH AVENUE,15430
5028000037,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,COMMUNITY RESPITE BED,NYS Office of Mental Health,1765 SOUTH AVENUE,8423
5028200095,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,OFFICES,NYC Police Department,1 EDGEWATER PLAZA,20671
5028200095,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,OFFICES,NYC Board of Elections,1 EDGEWATER PLAZA,20670
5028200095,ADMINISTRATION OF GOVERNMENT,"OFFICES, TRAINING, AND TESTING",CITY GOVERNMENT OFFICES,AGENCY OFFICE,OFFICES,NYC Staten Island Community Board 1,1 EDGEWATER PLAZA,20672
5028300049,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,"AUSTEN, ELIZABETH ALICE, HOUSE","The New York State Office of Parks, Recreation and Historic Preservation",,2485
5028300049,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,MCFARLANE-BREDT HOUSE,"The New York State Office of Parks, Recreation and Historic Preservation",,17997
5028540026,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ADULT HOME ASSESSMENT,NYS Office of Mental Health,1216 BAY STREET,1370
5028540026,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ST. JOSEPH'S MED CTR SH/ADULT HOME,NYS Office of Mental Health,1216 BAY STREET,28040
5030950021,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,ST JOSEPH HILL ACADEMY ELEM SCHOOL,NYC Department of Education,850 HYLAN BOULEVARD,27781
5030950021,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,MOTHER FRANCISKA ELEMENTARY SCHOOL,NYC Department of Education,850 HYLAN BOULEVARD,18772
5031280001,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,FORT TOMPKINS QUADRANGLE,"The New York State Office of Parks, Recreation and Historic Preservation",,11768
5031280001,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,BATTERY WEED,"The New York State Office of Parks, Recreation and Historic Preservation",,2801
5032700090,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,BENJAMIN SOTO SKATE PARK,NYC Department of Education,FATHER CAPODONNO BLVD & MIDLAND,3116
5032700090,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,PARKS AND REC BERRY HOUSE,NYC Department of Education,JEFFERSON ST AND DUGAN HILLS AVE,23146
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,SOUTH RICHMOND CLINIC,NYS Office of Mental Health,777 SEAVIEW AVENUE,27301
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,SOUTH BEACH SEAVIEW ACADEMY,NYS Office of Mental Health,777 SEAVIEW AVENUE,27217
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,SOUTH RICHMOND ACT,NYS Office of Mental Health,777 SEAVIEW AVENUE,27300
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,OCEAN VIEW LODGE CLINIC,NYS Office of Mental Health,777 SEAVIEW AVENUE,20599
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,BRIDGER II - NON MEDICAID CC,NYS Office of Mental Health,777 SEAVIEW AVENUE,3895
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,MOBILE INTEGRATION TEAM,NYS Office of Mental Health,777 SEAVIEW AVENUE,18489
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,SOUTH BEACH PC - HHCM,NYS Office of Mental Health,777 SEAVIEW AVENUE,27215
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,SKILLED NURSING FACILITY ENHANCED SUPPORT PROGRAM,NYS Office of Mental Health,777 SEAVIEW AVENUE,27032
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,STATEN ISLAND PEER ADVOCACY,NYS Office of Mental Health,777 SEAVIEW AVENUE,28371
5033550001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,BRIDGER III - NONMEDICAID CC,NYS Office of Mental Health,777 SEAVIEW AVENUE,3896
5033550032,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,STATEN ISLAND UNIVERSITY HOSP. OTP 2,NYS Office of Alcoholism and Substance Abuse Services,475 SEAVIEW AVENUE,28392
5033550032,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,STATEN ISLAND UNIVERSITY HOSP. OTP,NYS Office of Alcoholism and Substance Abuse Services,475 SEAVIEW AVENUE,28390
5033550032,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,STATEN ISLAND UNIVERSITY HOSP. OTP 1,NYS Office of Alcoholism and Substance Abuse Services,475 SEAVIEW AVENUE,28391
5033550032,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,STATEN ISLAND UNIVERSITY HOSP. OTP 3,NYS Office of Alcoholism and Substance Abuse Services,475 SEAVIEW AVENUE,28393
5033550050,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,SANFORD R NALITT INST FOR CANCER,NYS Department of Health,256 MASON AVENUE,26166
5033550050,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,256 MASON AVENUE RADIOLOGY,NYS Department of Health,256 MASON AVENUE,639
5033890049,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,PARTIAL HOSPITALIZATION PROGRAM,NYS Office of Mental Health,450 SEAVIEW AVENUE,23182
5033890049,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,SIUH NORTH SITE MENTAL HEALTH CLINIC,NYS Office of Mental Health,450 SEAVIEW AVENUE,27021
5039300010,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,USDA COMMUNITY ELIGIBILITY OPTION,USDA-CEO P025R AT NEW DORP HS,NYC Department of Education,465 NEW DORP LANE,31276
5039300010,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,USDA COMMUNITY ELIGIBILITY OPTION,USDA-CEO P721R AT NEW DORP HS,NYC Department of Education,465 NEW DORP LANE,31411
5042440001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,UNITED ACT.UNLIMITED AT SI TECH,NYC Department of Education,485 CLAWSON STREET,30809
5042440001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,UAU AT PS 29,NYC Department of Education,485 CLAWSON STREET,30637
5042440001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,UNITED ACT UNLIMITED AT PS 26,NYC Department of Education,485 CLAWSON STREET,30808
